start_city1,max_benefit_agent_1,min_benefit_agent_1,avg_ben_a_1,max_cost_agent_1,min_cost_agent_1,avg_cost_a_1,start_city2,max_benefit_agent_2,min_benefit_agent_2,avg_ben_a_2,max_cost_agent_2,min_cost_agent_2,avg_cost_a_2,avg_time,std_deviation
11,3000,900,1800.000,2.821600e+03,846,1685.800,5,2100,0,1200.000,2.821600e+03,846,1122.500,9.757,4.300
11,3000,750,1560.000,2.804400e+03,6.958000e+02,1464.160,6,2250,0,1440.000,2.804400e+03,6.958000e+02,1346.040,9.528,4.199
11,1800,300,1020.000,1.704200e+03,284,965.100,7,2700,1200,1980.000,1.704200e+03,284,1840.280,9.974,5.675
11,3000,0,1440.000,2.814200e+03,0,1355.720,8,3000,0,1560.000,2.814200e+03,0,1451.800,9.634,5.309
11,3000,600,1710.000,2.827600e+03,559,1603.240,9,2400,0,1290.000,2.827600e+03,559,1210.600,9.446,4.988
11,2250,300,1200.000,2101,2.908000e+02,1133.520,10,2700,750,1800.000,2101,2.908000e+02,1677.300,9.645,4.993
11,0,0,0.000,0,0,0.000,11,0,0,0.000,0,0,0.000,0.000,0.000
11,3000,0,1350.000,2817,0,1260.820,12,3000,0,1650.000,2817,0,1540.940,9.952,5.392
11,2250,300,1440.000,2113,2.872000e+02,1345.960,13,2700,750,1560.000,2113,2.872000e+02,1460.280,9.732,3.108
11,2550,0,1440.000,2.365800e+03,0,1347.320,14,3000,450,1560.000,2.365800e+03,0,1460.360,9.817,4.968
11,2100,600,1500.000,1.967200e+03,5.696000e+02,1403.980,15,2400,900,1500.000,1.967200e+03,5.696000e+02,1398.480,9.953,3.329
11,3000,0,1080.000,2.801600e+03,0,1014.020,16,3000,0,1920.000,2.801600e+03,0,1796.220,9.696,6.220
11,3000,1200,1755.000,2.806200e+03,1.111800e+03,1641.440,17,1800,0,1245.000,2.806200e+03,1.111800e+03,1165.720,9.703,4.552
11,2100,0,1245.000,1947,0,1162.140,18,3000,900,1755.000,1947,0,1643.760,9.782,4.482
11,2100,0,1245.000,1.961800e+03,0,1166.740,19,3000,900,1755.000,1.961800e+03,0,1641.060,9.647,4.591
11,2850,0,1290.000,2663,0,1213.740,20,3000,150,1710.000,2663,0,1602.160,9.665,6.041
12,2850,1200,1620.000,2.666800e+03,1.118800e+03,1515.480,1,1800,150,1380.000,2.666800e+03,1.118800e+03,1285.500,9.851,3.879
12,2250,900,1455.000,2.088600e+03,846,1363.600,2,2100,750,1545.000,2.088600e+03,846,1444.860,9.757,2.900
12,1800,300,1395.000,1703,2.696000e+02,1301.900,3,2700,1200,1605.000,1703,2.696000e+02,1502.960,9.926,3.298
12,3000,0,1620.000,2.818600e+03,0,1526.740,4,3000,0,1380.000,2.818600e+03,0,1281.200,9.501,4.730
12,2400,0,1335.000,2240,0,1244.120,5,3000,600,1665.000,2240,0,1554.380,10.195,5.078
12,2850,0,1485.000,2675,0,1394.520,6,3000,150,1515.000,2675,0,1416.620,9.678,5.286
12,2850,1200,1725.000,2674,1.101600e+03,1611.340,7,1800,150,1275.000,2674,1.101600e+03,1192.780,9.857,3.441
12,3000,300,1635.000,2.808600e+03,2.714000e+02,1526.520,8,2700,0,1365.000,2.808600e+03,2.714000e+02,1280.240,9.582,4.182
12,2400,150,1605.000,2.245600e+03,150,1504.920,9,2850,600,1395.000,2.245600e+03,150,1307.260,9.420,4.000
12,3000,600,1605.000,2823,5.752000e+02,1506.280,10,2400,0,1395.000,2823,5.752000e+02,1296.540,10.227,4.493
12,1650,150,1185.000,1.550600e+03,120,1112.460,11,2850,1350,1815.000,1.550600e+03,120,1696.540,9.459,3.853
12,0,0,0.000,0,0,0.000,12,0,0,0.000,0,0,0.000,0.000,0.000
12,3000,750,1695.000,2.801600e+03,6.908000e+02,1584.440,13,2250,0,1305.000,2.801600e+03,6.908000e+02,1221.920,9.968,4.900
12,2550,1350,1815.000,2.414800e+03,1.268400e+03,1700.120,14,1650,450,1185.000,2.414800e+03,1.268400e+03,1112.420,9.486,3.118
12,3000,300,1395.000,2.811800e+03,2.904000e+02,1306.160,15,2700,0,1605.000,2.811800e+03,2.904000e+02,1504.460,9.377,4.709
12,3000,300,1245.000,2.811400e+03,2.904000e+02,1158.660,16,2700,0,1755.000,2.811400e+03,2.904000e+02,1648.380,9.704,4.851
12,2700,0,1440.000,2.537800e+03,0,1346.060,17,3000,300,1560.000,2.537800e+03,0,1463.760,9.633,5.682
12,3000,750,1890.000,2.804800e+03,6.984000e+02,1764.140,18,2250,0,1110.000,2.804800e+03,6.984000e+02,1040.200,10.042,6.081
12,3000,600,1515.000,2.802800e+03,5.584000e+02,1411.400,19,2400,0,1485.000,2.802800e+03,5.584000e+02,1395.600,9.950,4.747
12,2100,900,1545.000,1.974200e+03,8.084000e+02,1438.140,20,2100,900,1455.000,1.974200e+03,8.084000e+02,1363.660,10.110,2.789
13,3000,900,1905.000,2.824800e+03,8.102000e+02,1780.340,1,2100,0,1095.000,2.824800e+03,8.102000e+02,1031.360,9.665,4.622
13,2250,300,1500.000,2.122400e+03,2.732000e+02,1409.940,2,2700,750,1500.000,2.122400e+03,2.732000e+02,1396.460,10.003,4.163
13,3000,150,1605.000,2.804400e+03,150,1507.160,3,2850,0,1395.000,2.804400e+03,150,1300.760,9.881,4.391
13,2550,0,1545.000,2418,0,1443.100,4,3000,450,1455.000,2418,0,1366.460,9.487,4.119
13,2250,150,1275.000,2.101600e+03,128,1190.380,5,2850,750,1725.000,2.101600e+03,128,1612.740,9.985,4.306
13,2250,450,1560.000,2.126600e+03,4.196000e+02,1457.980,6,2550,750,1440.000,2.126600e+03,4.196000e+02,1351.580,9.855,3.002
13,1950,0,1305.000,1.830600e+03,0,1219.740,7,3000,1050,1695.000,1.830600e+03,0,1582.940,10.272,4.255
13,3000,0,1425.000,2.822600e+03,0,1335.440,8,3000,0,1575.000,2.822600e+03,0,1479.440,9.401,5.355
13,2700,750,1455.000,2.517800e+03,6.564000e+02,1355.400,9,2250,300,1545.000,2.517800e+03,6.564000e+02,1446.660,10.058,3.652
13,3000,1350,1950.000,2.794400e+03,1.230400e+03,1823.420,10,1650,0,1050.000,2.794400e+03,1.230400e+03,985.540,9.956,4.945
13,2850,1200,1830.000,2.672800e+03,1.109200e+03,1715.120,11,1800,150,1170.000,2.672800e+03,1.109200e+03,1087.760,10.052,4.462
13,2100,600,1410.000,1.968200e+03,5.424000e+02,1324.160,12,2400,900,1590.000,1.968200e+03,5.424000e+02,1480.940,9.930,3.473
13,0,0,0.000,0,0,0.000,13,0,0,0.000,0,0,0.000,0.000,0.000
13,2400,150,1245.000,2.239800e+03,150,1162.680,14,2850,600,1755.000,2.239800e+03,150,1642.460,10.112,4.521
13,2550,0,1320.000,2.382400e+03,0,1239.840,15,3000,450,1680.000,2.382400e+03,0,1569.500,9.767,4.822
13,3000,600,1515.000,2820,5.472000e+02,1416.420,16,2400,0,1485.000,2820,5.472000e+02,1388.760,10.085,3.751
13,2250,0,1140.000,2.092600e+03,0,1069.300,17,3000,750,1860.000,2.092600e+03,0,1739.160,9.726,6.976
13,1800,600,1275.000,1.666800e+03,547,1189.160,18,2400,1200,1725.000,1.666800e+03,547,1610.680,10.180,3.432
13,2100,750,1425.000,1967,7.002000e+02,1342.640,19,2250,900,1575.000,1967,7.002000e+02,1471.280,9.619,2.866
13,1800,300,1320.000,1.679800e+03,2.908000e+02,1236.860,20,2700,1200,1680.000,1.679800e+03,2.908000e+02,1571.120,9.949,4.209
14,3000,900,1770.000,2810,8.104000e+02,1657.460,1,2100,0,1230.000,2810,8.104000e+02,1146.440,9.728,4.417
14,3000,750,1650.000,2.806600e+03,6.944000e+02,1539.820,2,2250,0,1350.000,2.806600e+03,6.944000e+02,1269.240,9.699,5.319
14,2250,150,1245.000,2104,1.308000e+02,1172.300,3,2850,750,1755.000,2104,1.308000e+02,1632.320,9.719,5.019
14,1650,300,1155.000,1.533400e+03,2.856000e+02,1078.240,4,2700,1350,1845.000,1.533400e+03,2.856000e+02,1726.440,9.677,3.830
14,2850,900,1605.000,2.666800e+03,8.382000e+02,1499.420,5,2100,150,1395.000,2.666800e+03,8.382000e+02,1307.840,9.792,4.248
14,2850,300,1560.000,2.670200e+03,2.858000e+02,1465.240,6,2700,150,1440.000,2.670200e+03,2.858000e+02,1341.580,9.722,4.981
14,2250,900,1530.000,2.086200e+03,849,1437.020,7,2100,750,1470.000,2.086200e+03,849,1368.980,9.644,3.514
14,1950,150,1140.000,1.817200e+03,1.284000e+02,1056.760,8,2850,1050,1860.000,1.817200e+03,1.284000e+02,1747.960,9.653,4.164
14,3000,450,2025.000,2.816600e+03,4.286000e+02,1901.320,9,2550,0,975.000,2.816600e+03,4.286000e+02,910.040,9.716,6.112
14,2400,0,1260.000,2.279400e+03,0,1183.540,10,3000,600,1740.000,2.279400e+03,0,1620.180,9.865,5.629
14,3000,0,1740.000,2830,0,1632.780,11,3000,0,1260.000,2830,0,1180.820,9.544,5.268
14,2100,300,1350.000,1.997800e+03,269,1269.080,12,2700,900,1650.000,1.997800e+03,269,1538.920,9.599,2.953
14,2850,450,1620.000,2.659600e+03,4.358000e+02,1518.900,13,2550,150,1380.000,2.659600e+03,4.358000e+02,1287.180,9.624,4.596
14,0,0,0.000,0,0,0.000,14,0,0,0.000,0,0,0.000,0.000,0.000
14,2400,0,1575.000,2.288200e+03,0,1477.880,15,3000,600,1425.000,2.288200e+03,0,1334.480,9.160,4.463
14,2250,0,855.000,2104,0,789.240,16,3000,750,2145.000,2104,0,2019.520,9.584,5.950
14,3000,150,1320.000,2.815400e+03,1.408000e+02,1237.960,17,2850,0,1680.000,2.815400e+03,1.408000e+02,1567.240,9.864,4.773
14,2550,150,1635.000,2362,1.368000e+02,1527.300,18,2850,450,1365.000,2362,1.368000e+02,1275.920,9.826,4.553
14,2850,900,1830.000,2.679600e+03,8.476000e+02,1711.240,19,2100,150,1170.000,2.679600e+03,8.476000e+02,1094.000,9.730,4.012
14,3000,300,1695.000,2.799600e+03,2.884000e+02,1586.400,20,2700,0,1305.000,2.799600e+03,2.884000e+02,1214.340,9.897,4.856
15,2850,1200,1815.000,2.665800e+03,1.126200e+03,1696.180,1,1800,150,1185.000,2.665800e+03,1.126200e+03,1110.520,10.076,4.094
15,2250,300,1440.000,2.122800e+03,2.488000e+02,1335.680,2,2700,750,1560.000,2.122800e+03,2.488000e+02,1468.060,9.839,3.389
15,2400,0,1500.000,2244,-24,1402.520,3,3000,600,1500.000,2244,-24,1403.520,9.882,3.864
15,3000,900,1920.000,2.808200e+03,837,1795.000,4,2100,0,1080.000,2.808200e+03,837,1013.740,9.858,4.407
15,1800,0,1230.000,1.690200e+03,0,1146.400,5,3000,1200,1770.000,1.690200e+03,0,1661.200,10.063,4.143
15,2550,300,1440.000,2.392600e+03,2.856000e+02,1350.840,6,2700,450,1560.000,2.392600e+03,2.856000e+02,1458.780,9.930,4.558
15,2850,0,1530.000,2.654600e+03,0,1431.040,7,3000,150,1470.000,2.654600e+03,0,1380.760,9.772,6.044
15,2550,0,1500.000,2.384800e+03,0,1412.440,8,3000,450,1500.000,2.384800e+03,0,1398.000,9.694,5.071
15,2850,900,1935.000,2659,8.464000e+02,1810.760,9,2100,150,1065.000,2659,8.464000e+02,995.840,10.317,4.497
15,3000,0,1260.000,2808,0,1174.420,10,3000,0,1740.000,2808,0,1628.660,10.073,5.883
15,2100,0,1020.000,1.965400e+03,0,958.560,11,3000,900,1980.000,1.965400e+03,0,1851.400,9.778,5.486
15,1950,0,1275.000,1.835600e+03,0,1190.440,12,3000,1050,1725.000,1.835600e+03,0,1617.020,9.701,3.751
15,2850,1050,1755.000,2.670800e+03,9.616000e+02,1644.100,13,1950,150,1245.000,2.670800e+03,9.616000e+02,1167.000,9.925,3.206
15,1950,750,1545.000,1.817600e+03,7.022000e+02,1441.780,14,2250,1050,1455.000,1.817600e+03,7.022000e+02,1365.860,10.003,2.237
15,0,0,0.000,0,0,0.000,15,0,0,0.000,0,0,0.000,0.000,0.000
15,1800,600,1395.000,1.667600e+03,5.556000e+02,1302.240,16,2400,1200,1605.000,1.667600e+03,5.556000e+02,1507.940,9.726,2.259
15,2550,750,1545.000,2.400200e+03,6.976000e+02,1444.820,17,2250,450,1455.000,2.400200e+03,6.976000e+02,1361.640,10.218,2.931
15,2550,750,1590.000,2.396600e+03,6.924000e+02,1483.140,18,2250,450,1410.000,2.396600e+03,6.924000e+02,1322.000,10.298,2.880
15,3000,150,1515.000,2.831600e+03,1.432000e+02,1414.700,19,2850,0,1485.000,2.831600e+03,1.432000e+02,1393.340,9.814,5.072
15,3000,600,1515.000,2.831600e+03,551,1404.620,20,2400,0,1485.000,2.831600e+03,551,1399.120,9.836,4.385
16,2100,600,1380.000,1977,5.506000e+02,1284.860,1,2400,900,1620.000,1977,5.506000e+02,1514.720,9.995,2.775
16,3000,600,1605.000,2.808600e+03,5.698000e+02,1504.140,2,2400,0,1395.000,2.808600e+03,5.698000e+02,1299.100,9.759,4.066
16,3000,1200,1890.000,2.788200e+03,1.132800e+03,1766.140,3,1800,0,1110.000,2.788200e+03,1.132800e+03,1036.600,10.004,5.065
16,3000,600,1470.000,2.815600e+03,5.648000e+02,1378.460,4,2400,0,1530.000,2.815600e+03,5.648000e+02,1428.360,9.516,4.748
16,3000,0,1380.000,2821,0,1295.620,5,3000,0,1620.000,2821,0,1519.980,9.358,5.505
16,2700,900,1830.000,2529,7.984000e+02,1713.700,6,2100,300,1170.000,2529,7.984000e+02,1089.160,9.945,4.656
16,3000,0,1575.000,2.805400e+03,0,1467.720,7,3000,0,1425.000,2.805400e+03,0,1338.580,9.863,5.760
16,2100,150,1215.000,1.953400e+03,1.262000e+02,1137.700,8,2850,900,1785.000,1.953400e+03,1.262000e+02,1670.160,9.520,4.762
16,2250,0,1155.000,2.117200e+03,0,1074.640,9,3000,750,1845.000,2.117200e+03,0,1729.460,9.873,5.807
16,2250,450,1440.000,2.110800e+03,414,1344.400,10,2550,750,1560.000,2.110800e+03,414,1464.720,9.793,3.287
16,2850,600,1875.000,2654,5.802000e+02,1758.780,11,2400,150,1125.000,2654,5.802000e+02,1043.220,9.749,4.925
16,2100,300,1395.000,1.982600e+03,2.836000e+02,1308.500,12,2700,900,1605.000,1.982600e+03,2.836000e+02,1495.420,9.764,3.462
16,2400,0,1350.000,2.271200e+03,0,1264.580,13,3000,600,1650.000,2.271200e+03,0,1545.700,9.333,4.424
16,3000,0,1305.000,2.801400e+03,0,1219.420,14,3000,0,1695.000,2.801400e+03,0,1593.260,9.530,5.230
16,2100,150,1215.000,1973,1.316000e+02,1135.840,15,2850,900,1785.000,1973,1.316000e+02,1672.080,9.581,4.231
16,0,0,0.000,0,0,0.000,16,0,0,0.000,0,0,0.000,0.000,0.000
16,2550,300,1440.000,2374,2.912000e+02,1341.020,17,2700,450,1560.000,2374,2.912000e+02,1463.780,9.751,4.595
16,1800,1050,1455.000,1697,985,1359.460,18,1950,1200,1545.000,1697,985,1452.680,9.306,2.370
16,2250,0,1500.000,2.110400e+03,0,1402.620,19,3000,750,1500.000,2.110400e+03,0,1403.600,9.949,3.622
16,3000,600,1515.000,2.808400e+03,565,1412.900,20,2400,0,1485.000,2.808400e+03,565,1393.300,9.488,4.176
17,3000,0,1342.500,2817,0,1254.180,1,3000,0,1657.500,2817,0,1554.700,9.749,5.074
17,1950,150,1305.000,1.818200e+03,1.388000e+02,1222.140,2,2850,1050,1695.000,1.818200e+03,1.388000e+02,1581.600,9.696,3.674
17,3000,750,1950.000,2.800200e+03,6.946000e+02,1828.960,3,2250,0,1050.000,2.800200e+03,6.946000e+02,974.260,9.893,4.881
17,1800,300,1200.000,1.700400e+03,294,1125.540,4,2700,1200,1800.000,1.700400e+03,294,1680.000,9.619,4.088
17,2850,1050,1785.000,2.665600e+03,9.652000e+02,1665.480,5,1950,150,1215.000,2.665600e+03,9.652000e+02,1138.480,9.843,4.142
17,1950,450,1395.000,1.851200e+03,4.248000e+02,1312.960,6,2550,1050,1605.000,1.851200e+03,4.248000e+02,1495.500,9.652,2.738
17,3000,0,1417.500,2.810600e+03,0,1322.300,7,3000,0,1582.500,2.810600e+03,0,1485.820,9.658,4.220
17,3000,300,1515.000,2.801800e+03,273,1413.660,8,2700,0,1485.000,2.801800e+03,273,1393.520,9.699,5.134
17,2100,0,1275.000,1.970800e+03,0,1190.100,9,3000,900,1725.000,1.970800e+03,0,1620.840,9.448,3.762
17,2250,600,1545.000,2.094400e+03,5.526000e+02,1443.060,10,2400,750,1455.000,2.094400e+03,5.526000e+02,1365.100,9.707,3.323
17,2400,600,1455.000,2230,5.694000e+02,1360.700,11,2400,600,1545.000,2230,5.694000e+02,1443.900,9.659,3.455
17,3000,900,1620.000,2.823400e+03,8.208000e+02,1511.180,12,2100,0,1380.000,2.823400e+03,8.208000e+02,1291.940,9.834,4.453
17,2400,0,1125.000,2.234400e+03,0,1054.540,13,3000,600,1875.000,2.234400e+03,0,1752.980,9.468,5.867
17,3000,900,1710.000,2.815200e+03,847,1597.540,14,2100,0,1290.000,2.815200e+03,847,1206.180,9.871,4.616
17,2550,450,1650.000,2.406200e+03,423,1556.720,15,2550,450,1350.000,2.406200e+03,423,1250.620,9.611,3.758
17,3000,450,1605.000,2.805200e+03,4.334000e+02,1507.200,16,2550,0,1395.000,2.805200e+03,4.334000e+02,1297.640,9.681,4.769
17,0,0,0.000,0,0,0.000,17,0,0,0.000,0,0,0.000,0.000,0.000
17,2700,450,1380.000,2.526800e+03,421,1290.680,18,2550,300,1620.000,2.526800e+03,421,1507.800,9.999,4.629
17,2550,600,1365.000,2.378600e+03,5.736000e+02,1282.540,19,2400,450,1635.000,2.378600e+03,5.736000e+02,1529.440,9.454,4.279
17,1650,150,1155.000,1.569800e+03,1.392000e+02,1079.340,20,2850,1350,1845.000,1.569800e+03,1.392000e+02,1730.080,9.559,3.394
18,1950,900,1515.000,1.860800e+03,849,1420.540,1,2100,1050,1485.000,1.860800e+03,849,1382.760,9.988,3.078
18,2850,0,1305.000,2.657800e+03,0,1223.600,2,3000,150,1695.000,2.657800e+03,0,1577.980,10.009,5.966
18,2700,900,1605.000,2.519800e+03,8.518000e+02,1495.220,3,2100,300,1395.000,2.519800e+03,8.518000e+02,1311.160,9.914,3.686
18,3000,150,1185.000,2.807400e+03,134,1104.620,4,2850,0,1815.000,2.807400e+03,134,1695.920,9.833,5.205
18,2850,0,1710.000,2662,0,1592.460,5,3000,150,1290.000,2662,0,1211.760,9.809,5.866
18,2550,0,900.000,2.375800e+03,0,841.100,6,3000,450,2100.000,2.375800e+03,0,1967.400,9.629,7.004
18,2550,300,1365.000,2383,284,1283.160,7,2700,450,1635.000,2383,284,1527.740,9.717,4.264
18,3000,150,1680.000,2811,1.352000e+02,1575.800,8,2850,0,1320.000,2811,1.352000e+02,1235.900,9.454,4.872
18,2700,450,1695.000,2.530400e+03,4.174000e+02,1583.540,9,2550,300,1305.000,2.530400e+03,4.174000e+02,1224.980,9.629,4.253
18,2250,600,1605.000,2.103400e+03,5.774000e+02,1505.000,10,2400,750,1395.000,2.103400e+03,5.774000e+02,1298.960,9.922,4.111
18,2550,900,1545.000,2.379200e+03,832,1443.180,11,2100,450,1455.000,2.379200e+03,832,1366.560,9.522,3.866
18,3000,0,1650.000,2800,0,1542.940,12,3000,0,1350.000,2800,0,1265.740,9.828,6.253
18,3000,600,1650.000,2.814200e+03,5.582000e+02,1549.200,13,2400,0,1350.000,2.814200e+03,5.582000e+02,1259.180,9.464,4.432
18,2400,750,1620.000,2.245600e+03,7.042000e+02,1518.100,14,2250,600,1380.000,2.245600e+03,7.042000e+02,1288.520,9.806,3.323
18,2100,0,1230.000,1.953800e+03,0,1151.300,15,3000,900,1770.000,1.953800e+03,0,1656.280,9.921,4.995
18,3000,1050,1785.000,2.814200e+03,9.794000e+02,1666.940,16,1950,0,1215.000,2.814200e+03,9.794000e+02,1138.520,9.739,4.632
18,2100,600,1425.000,1.976800e+03,5.604000e+02,1328.960,17,2400,900,1575.000,1.976800e+03,5.604000e+02,1473.600,9.967,3.425
18,0,0,0.000,0,0,0.000,18,0,0,0.000,0,0,0.000,0.000,0.000
18,1950,900,1530.000,1.855200e+03,8.512000e+02,1435.080,19,2100,1050,1470.000,1.855200e+03,8.512000e+02,1372.560,9.888,2.637
18,3000,300,1410.000,2825,2.914000e+02,1325.140,20,2700,0,1590.000,2825,2.914000e+02,1488.380,9.578,5.347
19,2400,750,1410.000,2259,6.718000e+02,1314.160,1,2250,600,1590.000,2259,6.718000e+02,1490.480,9.880,2.747
19,1800,1200,1545.000,1.692600e+03,1.140400e+03,1446.200,2,1800,1200,1455.000,1.692600e+03,1.140400e+03,1356.060,9.823,1.390
19,2700,900,1785.000,2.549200e+03,8.442000e+02,1666.480,3,2100,300,1215.000,2.549200e+03,8.442000e+02,1138.620,9.772,3.532
19,2100,1200,1485.000,1.970600e+03,1.111800e+03,1386.400,4,1800,900,1515.000,1.970600e+03,1.111800e+03,1421.460,10.088,2.684
19,2550,300,1245.000,2.368400e+03,2.792000e+02,1164.720,5,2700,450,1755.000,2.368400e+03,2.792000e+02,1642.040,10.102,4.770
19,2550,750,1650.000,2393,7.056000e+02,1542.300,6,2250,450,1350.000,2393,7.056000e+02,1259.020,10.134,4.049
19,3000,750,1710.000,2.809600e+03,6.968000e+02,1599.400,7,2250,0,1290.000,2.809600e+03,6.968000e+02,1210.220,9.715,4.593
19,2250,900,1500.000,2.095600e+03,8.636000e+02,1394.400,8,2100,750,1500.000,2.095600e+03,8.636000e+02,1412.560,9.702,3.211
19,2850,150,1365.000,2.667200e+03,146,1272.960,9,2850,150,1635.000,2.667200e+03,146,1533.300,9.872,5.708
19,2400,300,1500.000,2229,2.562000e+02,1398.900,10,2700,600,1500.000,2229,2.562000e+02,1400.000,10.102,3.479
19,2100,150,1290.000,1.986200e+03,138,1207.060,11,2850,900,1710.000,1.986200e+03,138,1595.580,10.184,4.173
19,2850,600,1500.000,2.676600e+03,566,1399.320,12,2400,150,1500.000,2.676600e+03,566,1402.660,10.202,3.974
19,3000,0,1560.000,2.815400e+03,0,1464.580,13,3000,0,1440.000,2.815400e+03,0,1342.440,9.787,4.586
19,2550,150,1800.000,2.379600e+03,138,1687.240,14,2850,450,1200.000,2.379600e+03,138,1118.140,9.970,4.782
19,2850,450,1590.000,2.683400e+03,4.318000e+02,1497.700,15,2550,150,1410.000,2.683400e+03,4.318000e+02,1313.120,9.446,4.470
19,3000,600,1605.000,2.804800e+03,5.386000e+02,1500.240,16,2400,0,1395.000,2.804800e+03,5.386000e+02,1305.400,10.100,3.876
19,3000,1050,1710.000,2.810600e+03,9.834000e+02,1594.780,17,1950,0,1290.000,2.810600e+03,9.834000e+02,1208.680,10.189,3.564
19,3000,600,1815.000,2.812200e+03,5.786000e+02,1699.900,18,2400,0,1185.000,2.812200e+03,5.786000e+02,1105.940,10.102,5.294
19,0,0,0.000,0,0,0.000,19,0,0,0.000,0,0,0.000,0.000,0.000
19,2550,0,900.000,2389,0,839.840,20,3000,450,2100.000,2389,0,1968.700,9.596,6.295
20,3000,300,1395.000,2.814400e+03,2.888000e+02,1306.560,1,2700,0,1605.000,2.814400e+03,2.888000e+02,1499.480,9.774,4.927
20,3000,0,1365.000,2.807200e+03,0,1277.900,2,3000,0,1635.000,2.807200e+03,0,1531.740,9.641,6.396
20,1800,450,1365.000,1.710400e+03,4.314000e+02,1277.860,3,2550,1200,1635.000,1.710400e+03,4.314000e+02,1529.520,9.710,3.143
20,2400,150,1327.500,2.238400e+03,1.388000e+02,1246.960,4,2850,600,1672.500,2.238400e+03,1.388000e+02,1560.980,9.754,4.752
20,2250,150,1440.000,2126,1.372000e+02,1346.500,5,2850,750,1560.000,2126,1.372000e+02,1459.240,10.044,3.858
20,2400,0,1365.000,2.245400e+03,0,1270.520,6,3000,600,1635.000,2.245400e+03,0,1534.880,9.981,4.206
20,3000,600,1710.000,2814,5.796000e+02,1600.760,7,2400,0,1290.000,2814,5.796000e+02,1210.620,9.652,4.921
20,3000,150,1695.000,2.816800e+03,1.372000e+02,1591.500,8,2850,0,1305.000,2.816800e+03,1.372000e+02,1217.980,9.838,5.622
20,1800,0,1260.000,1678,0,1177.900,9,3000,1200,1740.000,1678,0,1627.580,10.012,3.870
20,2550,1200,1815.000,2.364200e+03,1.119400e+03,1693.620,10,1800,450,1185.000,2.364200e+03,1.119400e+03,1115.460,9.600,3.935
20,3000,1200,1680.000,2810,1.148600e+03,1574.120,11,1800,0,1320.000,2810,1.148600e+03,1229.860,10.123,3.611
20,2700,600,1725.000,2.520600e+03,5.678000e+02,1617.180,12,2400,300,1275.000,2.520600e+03,5.678000e+02,1188.640,9.849,4.293
20,2550,0,1185.000,2398,0,1109.400,13,3000,450,1815.000,2398,0,1702.300,9.355,4.847
20,2700,450,1650.000,2.528200e+03,4.234000e+02,1544.500,14,2550,300,1350.000,2.528200e+03,4.234000e+02,1261.600,9.905,4.891
20,2250,600,1350.000,2122,5.594000e+02,1265.480,15,2400,750,1650.000,2122,5.594000e+02,1542.360,9.469,3.201
20,2700,600,1650.000,2.525400e+03,5.646000e+02,1540.820,16,2400,300,1350.000,2.525400e+03,5.646000e+02,1267.680,9.982,4.526
20,2700,1050,1755.000,2516,984,1645.600,17,1950,300,1245.000,2516,984,1161.020,9.944,3.543
20,3000,600,1545.000,2.796800e+03,568,1435.780,18,2400,0,1455.000,2.796800e+03,568,1371.420,10.111,5.400
20,3000,600,1440.000,2.813800e+03,5.704000e+02,1344.080,19,2400,0,1560.000,2.813800e+03,5.704000e+02,1454.980,10.051,4.511
20,0,0,0.000,0,0,0.000,20,0,0,0.000,0,0,0.000,0.000,0.000
